mean_intensity,contrast,sharpness,noise_level,label
140.913753126649,46.3201248177664,290.8714343445426,3737.3864447372866,clear
140.3075520834727,48.99403040944051,387.16359273860917,3880.127424959155,clear
102.10009776158368,48.90025926152365,161.5441984057622,3960.9915430081383,clear
124.74853769255104,43.03503552161715,314.337920780896,3481.8301013883397,clear
140.60165859827907,53.31764255032485,1881.2181153964088,4738.601134141904,clear
219.58531992438154,53.73136986361651,3455.702151231521,23505.935722420803,clear
101.08725214254196,53.673794910571,246.11470900365575,5074.298474317433,clear
144.60395267887515,61.94650119313291,1848.1754981348035,6414.384752218342,clear
106.48509828045977,53.639295926194826,2870.706422926632,4592.765724725163,clear
207.016916653756,56.60735775654718,7630.251482312053,21813.891783494095,clear
72.33414512236251,36.553542661191834,499.1421856123484,2152.776334275217,clear
111.93739389799504,64.87063930996739,231.55383610980212,6762.156585182681,clear
74.98549088563317,39.00599737362979,772.8431197762194,2598.801046392826,clear
64.10057264748212,50.078951460771485,371.9055916154052,3638.239881457179,clear
132.70982319075392,47.15463291206046,1857.539797425885,3226.3152547296186,clear
143.86662442141352,48.28163847064195,268.96735372841164,3959.018594184601,clear
99.87612007849545,57.08959830214001,1371.428752837926,4963.493018322721,clear
108.08760116709884,65.91136821682838,280.40922021961376,6943.681034789285,clear
89.56581658359654,49.21540456650627,406.8002747804809,3521.083519597121,clear
88.85859025259118,51.041669358002494,391.9837028477902,3840.9256720667654,clear
136.07457293656185,50.70597842645902,4878.475247101394,4533.986782405569,clear
102.2624225213882,48.842722027768424,278.50742688019085,3749.447298920736,clear
86.13722492593256,60.1632034572942,4572.464687944581,5603.25712089889,clear
140.63200087907168,47.4884522127158,156.8841703820525,3220.4433926905713,clear
112.29427051342964,66.70466166283481,145.05509916324684,7065.44136633699,clear
87.68683692420211,49.844432464433744,239.89404844168035,4072.493220150977,clear
134.08995368999268,68.44159749442669,608.4051994266305,7206.829565508843,clear
88.71144410344012,48.42136440101242,574.6235292141246,3830.639580111758,clear
90.7816522473755,61.17760474322955,3374.6554928444,5751.771520330848,clear
123.2680948760527,58.89268657917111,1207.3103374985938,5437.897684541534,clear
71.51882283768099,50.99151267896759,425.3439553846962,4006.5746986184045,clear
152.1549037509303,61.96410889361215,1515.5429589077585,6718.34495112198,clear
82.5438148828807,51.88577823745494,242.23945433599175,4123.356061239517,clear
63.455301196747094,49.9580141804872,0.0,3927.775950653336,clear
136.78575663432426,54.07176531477282,389.166061812101,4905.568682801985,clear
130.09860733317356,58.06419409501758,4058.122561897881,5323.523954958027,clear
115.39063702763724,46.08930508490843,281.218332205843,3596.228803529852,clear
87.10814618070661,50.27022245786044,400.92092570199566,3729.5707505655587,clear
73.86935344672332,34.72319584765861,679.102631700647,1879.8194691249219,clear
121.19247649641764,58.64881064215909,1471.7367280031915,5488.762353325493,clear
116.8164875835748,48.92106385454231,157.09391747075665,3881.91365265341,clear
83.091698272563,50.45633957939444,253.60749473546585,4103.761364871667,clear
206.16213961924288,48.89744947173642,3096.3424030578094,17990.191840451287,clear
137.42176433947284,49.480638849911294,241.44073464372065,3929.231136813837,clear
85.33403559766079,48.85140793749127,159.5640308166505,3547.075677007483,clear
152.87590462079834,55.93223049190115,490.0499382301428,4696.260284994798,clear
254.03082392997337,46.92888338216506,5155.954217484516,19855.56307193678,clear
140.716091491173,51.845357805679555,1751.1374692629124,4534.926099350492,clear
147.02925965682934,64.21579674167319,1915.786322870341,6413.900438943547,clear
152.85423805060182,64.58300055827087,519.9669012241682,6534.359803877868,clear
142.44949035168142,54.40561636905022,1500.2472942460595,4861.207205177827,clear
81.98236979184364,50.67810318468962,495.6893330210086,4008.951733675605,clear
104.94070817162856,52.974162091355666,1471.204334798703,4497.967231715921,clear
127.33066636314706,60.549313871399875,1301.8700682013086,6066.1241249118975,clear
144.55744785968997,62.24324457788074,1792.0782557994748,6403.6525504013325,clear
86.28985319779387,51.19174709687423,409.84573382423383,4194.882492384875,clear
163.2790299227288,54.36895427289368,224.07258965633955,4474.325101034088,clear
213.52767506114796,58.600055607936625,12974.166951721681,24994.07985562357,clear
115.155093193554,65.50894828628523,225.5691758523702,6884.683474659059,clear
91.9579826416733,56.62250434005915,1018.978059076959,5417.439282278456,clear
208.83747552927557,59.28460820212125,3491.1604570787395,21021.050309658796,clear
99.79423430829232,57.09229527546527,1394.3760433790571,5378.324754721187,clear
136.56203538925578,62.421544720950614,1968.9848881500411,6058.0809141694435,clear
209.5355477412115,54.301228688475334,10226.844118565616,13577.522222634147,clear
85.15118636632667,56.10231229438237,1326.815411729775,5292.222832800381,clear
117.85643514733354,43.21464505834358,262.87889043962366,3180.6629439038293,clear
188.60267257747603,60.33250897980985,471.9585335896042,5922.9306188094415,clear
197.13042247771213,55.546145246200886,425.76038443791833,5196.856780426517,clear
117.24648772076608,57.18270217252836,0.0,5321.18432448802,blur
170.48287393493294,50.23149573713289,40.53381279041197,3844.9220294007473,blur
122.66854627520836,50.36358425662844,0.0,4041.6291429325784,blur
186.97286545353748,28.41242033504363,52.3776050025768,1493.5741390865053,blur
84.3676677417279,42.64586632326248,156.80363883267674,2892.128551455497,blur
53.410976647638314,32.40929323141342,0.0,1936.1982850771174,blur
209.74418654683225,48.5336716666036,0.0,3174.5304790255823,blur
72.07277003616319,37.83032763609748,31.650643096237385,2447.7323390758575,blur
71.78019787032765,44.356149500814446,99.04428406354815,3346.8199859475326,blur
215.60767481892984,38.829842403759415,184.11911353635324,10452.908309351838,blur
170.15661077879656,51.546939658821024,270.11401620307544,4342.641568610769,blur
128.29301528377516,50.20260959066074,0.0,3685.368591230382,blur
134.89143745130488,50.326259828086435,129.1750209904072,3883.0795520223064,blur
121.40222205989208,59.6095790776213,1.6179836803170193,5715.1244626783355,blur
141.2380946690305,44.110893466771785,178.05316049064666,3545.587841394421,blur
81.34863247660584,35.9327545283782,0.0,1881.369459977931,blur
74.48192673564698,43.30038385192879,233.82926158169374,2982.0953778762546,blur
118.78929493189696,56.760972347537326,0.0,5195.231035400152,blur
82.66857421538629,43.0482020321939,0.0,3216.8295890332383,blur
129.66616090755372,49.770605355281106,0.0,4144.984429037067,blur
75.92056732657775,36.93786734705402,0.0,2051.626308325502,blur
96.97793991112523,36.435766632097746,10.263517744187912,2128.916603686514,blur
137.64764827089004,45.202058385839095,0.0,3384.0382768310815,blur
156.42019562428916,71.44924420215483,88.979356534825,8383.018603687182,blur
75.19304533530601,44.59039862521283,168.2389575866436,3072.8120158015154,blur
235.52544827323806,33.08871663969965,0.0,4871.563350473899,blur
74.23059311915712,45.34333960452648,233.92303759411152,3161.9760288579164,blur
116.45598271554954,60.54503568759545,0.0,5598.707464505316,blur
114.72112339314036,37.35363650458152,183.68289368761268,2291.265011415394,blur
233.3176150646288,63.736082348573106,0.0,29306.60685496063,blur
79.23909519850983,33.002274928389895,324.31525394430594,1899.4845322317674,blur
115.77394905612056,61.07996195332932,139.84694284759433,5925.575684161239,blur
147.46870655606804,30.738599479705424,214.87366042465845,1223.0647774129322,blur
74.33598403092711,28.119341596496547,0.0,1301.8551969195375,blur
198.41637772964617,27.527500503780207,111.12806169275012,1046.1244592501428,blur
74.76381487290759,33.78189454397716,3.7458964094218437,1796.8473988649737,blur
228.84812642636402,44.72326040550438,341.5650844802043,12619.64030441552,blur
128.15809293349457,59.269360376696135,57.59709396566046,5574.017140053705,blur
181.15747693146955,28.368403644792615,0.0,1690.8728969108663,blur
117.23007751298498,49.489442912273475,160.1917136685258,3933.9544627646915,blur
215.68023427816158,50.341434585816,0.0,16965.60691118298,blur
231.39280675679015,49.84551864695157,0.0,14738.586845152773,blur
62.27214836885426,32.244267069318845,160.0952064914184,1405.5350592100895,blur
72.64176722130237,44.55388615908725,35.867109493206925,3201.7350806803047,blur
150.8637554325977,39.68528520032087,45.86960096907056,2663.672425830074,blur
156.1320865443085,69.3988871652103,178.64027844934648,8468.607225428801,blur
49.931920222341766,31.973447952006612,56.53949288560338,1733.899267667583,blur
113.32254797888854,34.33407322386927,0.0,1914.5725605583957,blur
247.60289192416892,43.75815531243816,2128.599804329486,13239.073638333712,blur
114.98292033714488,33.74371022763305,258.8732712753196,1601.0034314002482,blur
71.1093700720307,44.71417500774039,357.0043572146616,3300.9949158365707,blur
120.4290133304094,50.21301092728968,0.0,4194.746809873368,blur
70.07477944197281,43.79458435973227,379.7722076723539,3319.410495120652,blur
111.75253236066855,48.97999924925364,0.0,3783.364960986921,blur
164.3901235904785,38.730581353021826,0.0,2640.5324553912087,blur
188.71110581137785,50.80359131430114,6.657938878787477,3824.2865942842527,blur
113.2437017368608,32.691282292508916,0.0,1928.2278308525918,blur
50.949599848089434,32.46864933226768,84.78710960980894,2040.2853605849045,blur
130.80528824343926,31.45233555596543,0.0,1245.814760815501,blur
128.45156056183234,50.36957006231257,24.006613211433756,3930.9534894440444,blur
199.51762770079355,27.61903261481313,0.0,1116.9949794480467,blur
119.34362058631318,43.235361995825144,20.880001074794578,2950.9130978828057,blur
96.10782686060084,37.70939954184649,0.0,1884.4133934823485,blur
130.34627723626886,52.09251126113515,0.0,4113.380090759055,blur
85.96755188195095,41.205480151550695,218.0872743185232,2474.3401598893615,blur
71.20175515266648,44.437939320143016,0.0,3180.1282353550614,blur
82.42740469026579,40.692460298916586,69.01553017970386,2584.431612602113,blur
152.65202104954204,56.774878225944185,0.0,5511.584037502924,blur
5.066941427639321,13.276000929563832,0.0,188.55860377248746,dark
50.88868584756676,58.481467735091535,189.42771941361477,5665.835346170342,dark
5.9108841153263185,15.990385704701191,624.7652007632837,617.8923584383674,dark
14.344526699988187,24.44411515829163,0.0,731.0786771582051,dark
249.32209835445337,0.3101962632461027,0.0,301.9586849254827,dark
0.0,0.1116177408865613,0.3733396134928424,261.42855085648563,dark
68.48998797657957,70.52588513063213,0.0,7873.430549241823,dark
16.72886262816924,32.457043169140334,0.0,1793.5911977253122,dark
8.320052837784472,21.212057814385904,0.0,795.232142240241,dark
21.725780419004188,29.52064130803342,226.25415632899944,1475.7005366422507,dark
0.5759049710425024,0.0,262.6825084967965,0.0,dark
210.26118632282183,20.10778382369925,1706.0187516488454,1043.4045555832126,dark
20.004934982713976,29.48580739474083,443.27710940685967,1391.966406708097,dark
11.317154717364406,18.64775151037078,56.45659115135995,680.9045814709684,dark
1.1860627101038126,0.3408765349879615,0.0,100.41530815893867,dark
15.5122648932701,23.75162879691499,0.0,959.0888257070607,dark
0.23700770236537264,0.4925928748295263,0.0,0.0,dark
33.86238678452971,46.46075364984249,0.0,3467.5840289248813,dark
208.40725265513825,46.51983289135002,0.0,15123.04617709391,dark
204.41285601139032,30.976160141197543,0.0,5164.342307981644,dark
23.293224796238633,35.73769835415064,399.9519420363367,2502.4267659637626,dark
15.559384319224959,32.18310906027262,0.0,1753.5678886211333,dark
20.13678484091066,24.23772150167527,0.0,709.3292927016114,dark
14.076928309856285,24.407186388143113,204.48188466112353,957.9689825247635,dark
1.4062229856694117,1.8934786128993568,103.99802835083167,0.0,dark
3.001922959298175,0.4640218369579024,0.0,157.4169207484904,dark
60.988101989141,62.49852763990637,0.0,6684.833492138327,dark
34.526511814460065,46.93697836839203,206.93138741390845,3152.4964556965315,dark
223.74127504263237,0.4861817711857011,4268.789377732175,1333.2442525167487,dark
7.158394274554259,12.357324203481047,0.0,383.4074594293133,dark
52.207110134057146,55.396828806497034,0.0,5072.527958755157,dark
12.270004273783949,31.993826263979415,54.96637299035302,2006.4773981884493,dark
17.008261196521023,31.828119571156392,0.0,1511.400865420238,dark
51.171788026611765,54.075200931891565,0.0,4706.285649851637,dark
17.031929122745066,31.80571642856002,123.54732432772671,1441.1778633842446,dark
50.25697090371193,54.00914165167327,235.4141709431324,4581.019252339838,dark
6.434106177527051,12.941903067630278,0.0,365.8375214857326,dark
254.25833868361389,18.058250899541136,0.0,3862.2837392234787,dark
16.409546057163478,32.34478070701489,151.81231774606036,1850.2979157340544,dark
36.33297160792018,43.399466638539984,485.2566461170443,3265.062560059975,dark
6.685543287502056,13.288689770358,144.42679600856255,387.51335635965273,dark
32.08862064172449,40.154200709514775,530.1406431744496,2929.649196672499,dark
44.89782317846518,51.54333820065056,0.0,4231.230915892816,dark
15.316985456282584,29.720796117897244,199.06227484057945,1978.473353823449,dark
22.091461517377063,27.515751774527025,248.8432641115353,1372.144909351801,dark
47.17973451952932,51.96655146632854,118.1596476733414,4161.929561180165,dark
5.41534739538005,12.09412561796665,256.20856694326073,137.3149655386213,dark
0.7655616020075033,0.6309288532349335,0.0,96.49448304863706,dark
205.5980359941222,35.38222506887331,0.0,6437.282172265712,dark
12.15324545641939,19.864379959609263,0.0,678.7109928918487,dark
0.0,0.0,94.09639071346692,142.48543319727534,dark
11.804227698756373,31.238596971845364,371.6547006040764,1517.455853595937,dark
30.502541471345463,39.509791104923806,0.0,2291.094223078536,dark
40.741749526386315,50.22279660508926,280.95571464194256,3843.427485477093,dark
34.72845678857251,45.65535780360228,654.0386053729259,3253.711227135063,dark
14.707212091445081,30.759906635794177,31.59891924692328,1749.3844200040344,dark
36.078861911293146,45.789797393434526,0.0,3392.909714687001,dark
13.525012587536663,25.548991462705988,0.0,837.1049379390332,dark
22.618288129290193,34.1823152979816,378.20910990902183,2027.0995179953466,dark
213.0474735454797,32.0804622799388,0.0,7860.549874082104,dark
8.031525969866802,11.763704397850564,160.01758275851145,104.30632348252064,dark
55.46729519354782,61.172187665135624,30.746631998630427,6277.538300003389,dark
45.527014955673565,49.63334624053227,0.0,3993.9632909171582,dark
15.330876087117145,30.489778199159936,0.0,1336.5740115085155,dark
32.282013406876125,40.574986745764825,0.0,2727.2281289551956,dark
33.87780081545851,45.13936229682131,0.0,3494.4171012749166,dark
16.004165788299087,24.63826554909035,0.0,1207.0276240180335,dark
0.8446496808262625,0.0,206.35930447611557,241.4284703031855,dark
